14.55.25.132,13.41.107.98
129.236.237.117,129.139.51.115
121.56.235.179,121.56.204.52
126.64.26.120,125.128.153.185
15.134.235.181,12.7.244.74
10.63.5.166,11.48.251.217
125.35.8.156,126.195.115.124
126.62.8.192,125.217.113.96
121.35.6.102,121.35.6.94
69.63.5.181,65.33.123.181
124.57.27.182,127.49.31.78
16.63.26.175,16.206.149.95
67.133.8.143,69.133.10.143
209.33.237.129,217.61.205.98
121.61.27.183,121.61.23.183
10.58.8.143,11.52.242.159
69.33.8.119,65.62.246.119
201.132.6.193,201.251.6.226
14.235.236.167,13.207.236.167
66.59.29.141,68.222.146.18
207.55.27.110,207.56.227.158
203.133.9.183,203.133.116.79
208.130.25.127,216.0.105.64
121.33.25.143,121.33.20.240
124.133.7.188,127.133.7.194
120.131.235.132,120.254.12.10
17.134.237.174,17.134.244.222
123.131.236.137,122.126.18.232
11.235.26.179,10.79.29.72
65.34.9.150,70.220.113.17
60.32.29.142,60.192.28.225
200.60.6.154,200.219.134.134
200.239.8.135,200.40.136.248
64.133.26.146,71.5.17.21
120.62.7.105,120.56.120.168
66.132.27.148,68.4.100.107
12.60.26.107,15.44.18.107
63.61.8.152,62.194.136.152
203.238.7.104,203.247.7.89
66.31.26.194,68.232.238.197
204.236.5.108,204.147.123.147
15.58.25.197,12.207.109.146
206.59.5.172,206.38.133.163
69.63.29.136,65.33.108.103
64.59.29.127,71.204.148.191
125.55.7.155,126.217.120.132
207.134.6.161,207.248.6.174
201.130.236.193,201.255.51.22
17.56.5.148,17.60.5.147
127.33.6.113,124.222.134.117
120.133.235.117,120.250.16.77
60.64.25.131,60.191.23.28
129.31.25.102,129.24.152.97
17.131.5.155,17.130.133.132
67.132.8.103,69.132.242.103
209.34.25.128,217.63.100.147
202.134.28.186,202.248.227.57
203.131.6.105,203.131.121.164
203.64.6.165,203.64.6.170
62.131.235.126,63.127.207.65
11.34.28.200,10.222.21.11
122.61.29.192,123.221.107.109
123.62.26.121,122.200.22.120
204.236.9.175,204.147.112.80
65.133.29.109,70.5.99.109
124.31.29.190,127.17.107.65
203.61.236.117,203.53.235.181
201.60.29.139,201.59.148.232
16.32.29.117,16.223.27.117
126.61.8.104,125.218.141.171
121.236.237.154,121.212.245.230
206.132.6.190,206.251.249.65
60.238.236.190,60.23.203.62
206.62.27.146,206.32.152.110
209.56.5.111,217.44.5.111
60.56.9.125,60.223.10.66
129.35.237.144,129.63.243.19
125.134.6.165,126.7.134.220
126.235.236.172,125.118.19.45
120.133.27.146,120.250.159.21
204.132.237.109,204.251.245.173
121.130.6.147,121.129.6.239
204.57.7.141,204.50.248.98
69.34.235.134,65.61.244.121
208.57.26.158,216.198.153.97
60.132.236.183,60.123.21.48
204.62.27.149,204.55.159.18
121.131.6.167,121.128.249.88
122.30.25.190,123.225.155.193
120.133.5.187,120.250.132.56
126.131.26.187,125.0.233.56
60.57.6.177,60.222.249.54
17.130.236.162,17.131.19.81
12.31.8.169,15.31.9.86
123.61.235.105,122.202.43.165
63.62.236.110,62.192.18.81
63.57.25.115,62.198.147.176
15.34.7.141,12.223.135.109
121.236.28.169,121.212.21.39
68.61.25.133,64.42.229.122
205.34.5.106,205.35.122.154
121.61.237.138,121.61.204.153
69.58.26.121,65.36.157.185
65.62.28.116,70.206.236.114
125.56.27.104,126.211.104.89
68.134.28.146,64.134.27.10
11.60.26.144,10.204.226.138
17.34.237.116,17.33.50.115
66.31.9.124,68.232.245.130
14.134.27.179,13.134.151.204
125.133.26.148,126.5.105.107
201.35.236.176,201.32.13.54
202.132.236.174,202.251.245.33
202.62.6.152,202.56.249.7
14.59.8.123,13.39.9.132
203.60.236.172,203.52.21.92
13.35.237.133,14.220.11.146
200.64.236.170,200.188.42.213
69.237.27.172,65.146.227.93
14.236.236.124,13.203.202.125
122.32.9.146,123.192.117.242
200.56.26.137,200.220.110.250
122.55.237.180,123.215.202.50
10.132.28.165,11.251.107.45
61.60.235.165,61.35.12.165
14.61.5.102,13.34.133.161
61.57.8.184,61.37.113.58
203.63.25.178,203.54.151.78
205.33.28.115,205.33.19.179
203.63.235.188,203.54.48.60
67.60.6.180,69.35.249.76
66.131.27.102,68.1.24.89
200.61.235.133,200.218.11.123
66.34.25.165,68.194.103.165
208.130.26.130,216.0.106.229
61.30.6.124,61.23.121.189
12.31.29.144,15.31.27.14
126.32.27.178,125.192.28.74
14.236.237.132,13.203.203.11
63.239.27.152,62.86.144.7
67.134.25.107,69.134.235.168
202.57.28.182,202.62.148.201
61.34.27.129,61.62.16.121
15.133.236.116,12.5.237.138
203.59.5.189,203.49.123.189
67.235.29.175,69.214.229.47
125.236.25.196,126.75.24.195
17.64.235.120,17.64.204.70
69.63.27.105,65.33.104.91
14.239.29.139,13.200.226.24
207.32.235.145,207.32.200.19
61.33.28.110,61.61.28.94
121.56.236.192,121.56.202.245
124.237.26.142,127.202.237.113
122.34.26.174,123.195.101.33
64.60.236.177,71.203.211.49
17.64.9.188,17.64.116.61
126.63.27.101,125.216.147.85
204.132.28.145,204.251.28.144
209.60.27.195,217.43.28.28
10.33.235.135,11.33.243.159
68.57.5.159,64.46.132.96
209.33.5.195,217.61.123.19
69.56.26.143,65.39.102.239
67.64.6.141,69.64.121.124
200.62.27.153,200.217.224.5
121.62.6.108,121.63.121.173
10.57.28.115,11.54.226.75
11.63.235.101,10.206.15.162
128.236.27.156,128.211.148.125
69.235.29.154,65.149.109.121
124.61.235.191,127.53.244.64
62.32.9.175,63.220.143.80
70.59.29.134,66.218.156.134
60.132.235.182,60.123.19.78
120.235.9.118,120.180.242.113
206.31.237.153,206.17.242.7
67.30.237.174,69.31.53.161
126.56.237.192,125.220.19.124
16.237.236.167,16.18.43.32
11.63.29.129,10.206.228.246
11.133.5.125,10.5.5.67
11.55.235.124,10.198.55.66
204.58.236.190,204.49.53.65
122.236.237.177,123.107.19.205
13.64.5.184,14.131.133.71
13.35.5.110,14.220.133.158
13.131.9.101,14.124.245.157
66.63.28.123,68.216.149.187
11.133.9.198,10.5.12.49
64.131.5.137,71.2.133.5
208.130.27.121,216.0.107.135
10.63.29.172,11.48.237.211
206.30.235.131,206.16.247.12
16.32.7.150,16.223.7.137
122.132.235.189,123.4.44.66
204.33.237.157,204.34.42.98
65.34.236.179,70.220.235.55
11.33.8.110,10.221.10.97
209.32.237.156,217.60.204.253
127.30.237.152,124.224.42.230
17.57.8.176,17.61.113.76
63.130.28.122,62.3.229.186
204.30.236.142,204.24.42.238
124.33.237.138,127.34.45.154
120.64.7.185,120.67.135.185
204.235.5.139,204.151.123.100
67.31.27.176,69.30.228.176
208.32.6.121,216.220.134.68
13.55.237.188,14.199.210.189
123.32.235.132,122.223.12.18
127.239.25.119,124.72.155.79
14.239.235.131,13.200.8.124
209.59.237.182,217.46.19.73
13.60.28.128,14.203.148.153
60.235.237.172,60.16.45.210
11.237.28.136,10.74.227.104
64.34.27.136,71.222.24.136
128.55.9.193,128.39.117.48
207.132.8.179,207.251.139.76
64.30.236.126,71.233.13.190
16.235.237.128,16.23.245.110
67.61.237.195,69.34.19.40
209.31.8.100,217.16.241.164
69.34.237.107,65.61.243.171
202.236.235.133,202.179.215.107
17.35.237.120,17.32.50.70
64.237.237.162,71.77.212.85
65.133.6.152,70.5.121.121
66.134.235.104,68.6.247.85
206.131.8.199,206.254.136.128
15.31.236.138,12.230.10.149
60.130.29.167,60.127.18.175
129.57.5.166,129.41.123.174
126.133.237.197,125.5.235.85
205.57.6.102,205.54.134.89
200.34.28.133,200.195.234.250
69.132.235.151,65.251.12.144
12.55.6.110,15.38.134.94
124.132.26.116,127.132.238.114
201.239.6.158,201.145.6.158
61.62.26.177,61.32.150.203
123.64.26.182,122.128.225.78
65.235.29.144,70.72.229.146
15.133.237.146,12.5.236.9
10.235.9.185,11.179.8.57
123.57.25.106,122.205.107.105
16.60.5.111,16.204.122.95
66.57.29.165,68.221.100.162
70.34.5.121,66.195.250.135
60.62.9.122,60.217.117.121
122.236.7.185,123.107.135.196
15.56.5.167,12.204.123.80
10.64.28.199,11.127.236.144
11.32.237.200,10.220.19.36
129.58.25.169,129.43.237.91
126.33.6.193,125.193.121.99
126.58.7.183,125.222.135.176
15.64.7.178,12.188.7.74
64.61.29.198,71.202.235.54
123.63.237.126,122.201.236.190
60.34.27.129,60.194.96.251
129.30.6.143,129.25.134.240
15.237.26.127,12.114.157.128
201.131.237.117,201.254.12.117
16.33.27.190,16.222.239.193
61.64.29.136,61.67.147.232
127.239.8.192,124.72.136.133
200.59.27.174,200.223.16.209
70.60.27.194,66.220.232.98
201.33.235.114,201.34.47.118
203.57.236.151,203.50.20.143
16.239.236.141,16.16.44.131
122.56.29.159,123.216.99.0
10.130.237.198,11.255.235.129
10.60.235.117,11.51.15.75
17.30.5.142,17.24.250.129
61.56.7.189,61.36.7.66
208.134.237.119,216.7.210.176
120.239.28.117,120.176.228.117
200.236.6.120,200.43.134.69
123.56.7.154,122.204.135.122
70.32.8.149,66.192.138.139
66.62.27.164,68.217.107.44
123.133.26.142,122.122.157.17
126.56.6.165,125.220.249.44
121.33.5.110,121.33.5.145
124.62.8.105,127.54.10.85
209.35.236.165,217.62.50.165
123.132.7.109,122.123.135.108
65.35.29.169,70.221.108.43
120.35.235.178,120.35.203.201
201.59.5.123,201.61.123.123
123.134.6.176,122.120.6.203
128.132.6.104,128.132.121.148
124.59.235.178,127.50.8.178
12.131.29.112,15.130.227.113
207.62.25.154,207.55.25.230
10.64.27.169,11.127.235.89
65.59.235.179,70.202.23.200
126.63.5.127,125.216.133.64
201.235.27.120,201.151.16.186
121.30.7.124,121.24.135.124
124.62.27.179,127.54.16.79
14.132.29.117,13.132.109.75
120.34.5.160,120.34.132.45
69.238.28.141,65.145.101.124
62.132.8.121,63.123.141.184
65.33.25.182,70.222.227.54
208.63.9.121,216.192.244.123
62.56.25.115,63.203.23.143
209.238.26.183,217.240.101.72
128.56.5.168,128.47.133.88
15.131.236.152,12.1.204.132
122.33.8.190,123.193.14.193
120.35.8.165,120.35.119.91
126.132.6.177,125.4.121.50
61.57.25.111,61.37.102.95
203.31.28.113,203.24.235.137
201.130.27.117,201.255.144.76
14.134.8.159,13.134.137.96
205.236.26.200,205.244.18.250
207.235.237.113,207.145.236.119
12.131.7.112,15.130.248.140
64.30.237.152,71.233.12.133
12.31.28.128,15.31.26.242
16.134.26.140,16.121.145.108
14.60.8.149,13.35.243.114
205.56.237.144,205.55.211.109
126.33.7.161,125.193.120.39
209.35.28.165,217.62.226.210
201.237.237.177,201.146.10.206
121.64.28.131,121.124.157.115
201.239.29.137,201.145.28.154
126.32.236.153,125.192.203.7
124.59.5.154,127.50.133.26
124.63.25.117,127.55.99.180
70.236.237.181,66.43.42.51
67.60.7.131,69.35.248.107
200.32.9.194,200.192.138.58
129.238.28.102,129.137.236.102
122.32.8.138,123.192.116.154
125.33.6.136,126.193.121.6
14.61.7.154,13.34.135.250
63.133.25.147,62.5.28.23
11.57.235.120,10.202.55.132
64.59.235.143,71.204.51.96
201.130.28.178,201.255.149.49
62.61.28.134,63.205.107.1
121.58.25.138,121.59.98.6
123.60.27.185,122.203.16.184
128.132.27.163,128.132.108.87
124.132.237.145,127.132.53.150
17.57.236.195,17.61.202.195
127.130.25.151,124.0.237.111
63.56.9.164,62.199.114.45
120.63.8.145,120.57.118.147
122.31.7.175,123.224.248.32
61.33.27.136,61.61.27.120
66.60.25.157,68.219.145.3
201.239.25.149,201.145.26.20
68.58.235.105,64.44.11.90
121.58.5.196,121.59.122.74
209.133.5.188,217.133.123.67
10.57.6.120,11.54.249.186
122.56.7.117,123.216.120.141
124.133.236.192,127.133.203.18
129.237.235.187,129.138.48.187
126.238.5.180,125.113.4.50
204.64.29.169,204.124.107.43
126.130.7.169,125.1.120.218
200.56.25.156,200.220.108.131
13.60.25.143,14.203.146.15
67.132.7.151,69.132.248.144
65.30.235.141,70.232.247.115
128.34.235.197,128.63.235.155
60.58.26.130,60.220.110.129
129.33.9.132,129.61.10.125
128.63.237.171,128.40.50.168
202.58.29.116,202.60.156.114
13.32.25.188,14.223.224.67
126.131.29.108,125.0.236.92
202.62.27.157,202.56.228.253
205.30.9.196,205.31.119.202
12.58.9.194,15.41.243.26
123.32.237.184,122.223.10.68
207.235.235.114,207.145.232.77
16.236.236.156,16.19.43.2
69.134.5.132,65.249.251.29
125.31.28.183,126.238.226.176
11.32.236.105,10.220.18.107
65.58.236.114,70.203.13.182
11.239.6.154,10.72.249.101
17.132.29.174,17.132.108.81
207.62.236.166,207.55.205.94
12.236.29.164,15.244.21.165
13.133.8.116,14.122.241.178
67.59.236.118,69.37.211.137
204.133.6.173,204.250.249.82
70.134.26.149,66.120.233.19
12.131.6.143,15.130.249.96
201.57.7.160,201.62.248.41
63.239.9.107,62.86.141.171
70.35.25.187,66.194.224.187
10.60.236.184,11.51.11.68
203.132.235.191,203.132.23.63
126.61.7.116,125.218.135.178
129.57.7.122,129.41.120.185
12.132.26.117,15.132.110.75
11.131.8.165,10.0.244.221
60.34.29.151,60.194.101.119
66.33.5.188,68.193.122.60
15.55.26.170,12.198.153.37
201.64.235.114,201.124.48.118
14.59.9.193,13.39.8.214
203.33.6.148,203.34.134.140
69.236.236.195,65.147.243.27
13.31.5.149,14.230.133.235
12.132.8.103,15.132.117.159
200.238.25.106,200.41.233.170
11.235.29.127,10.79.26.64
121.237.5.188,121.213.123.194
16.60.25.110,16.204.109.97
61.32.28.186,61.60.154.198
69.55.26.154,65.41.18.133
62.56.26.187,63.203.21.68
122.64.6.180,123.188.134.203
125.56.25.101,126.211.106.155
15.31.27.139,12.230.235.27
202.33.28.147,202.33.18.232
60.132.5.129,60.123.250.136
64.33.5.183,71.221.123.72
14.131.29.129,13.128.226.138
65.64.8.142,70.128.139.1
120.131.29.160,120.254.235.212
128.30.26.158,128.23.98.254
13.57.8.101,14.205.116.101
62.31.235.180,63.224.43.52
63.236.235.173,62.84.232.83
129.56.25.124,129.40.233.130
61.56.26.168,61.36.25.39
122.31.26.126,123.224.233.190
120.235.26.134,120.180.238.142
208.31.8.183,216.231.14.207
207.60.27.116,207.52.103.138
201.31.7.119,201.31.120.119
11.33.236.189,10.221.203.66
68.56.6.119,64.47.249.183
126.59.7.140,125.223.120.253
10.60.7.112,11.51.248.178
206.31.9.118,206.17.115.113
70.237.25.128,66.42.151.254
63.237.26.131,62.85.98.240
63.237.235.115,62.85.232.115
203.238.8.112,203.247.9.179
68.131.9.169,64.128.141.37
16.238.9.189,16.17.114.195
128.134.27.125,128.135.228.189
67.63.25.118,69.33.97.118
129.60.28.135,129.44.26.151
66.64.8.143,68.188.141.15
64.30.26.165,71.233.150.218
121.239.9.145,121.214.245.137
206.235.27.159,206.139.24.31
66.61.26.119,68.218.149.176
66.57.236.164,68.221.204.211
69.238.26.110,65.145.98.110
61.55.26.112,61.40.230.76
123.238.28.107,122.47.98.103
70.61.8.105,66.221.9.166
125.237.25.141,126.74.159.146
69.130.25.150,65.252.149.145
69.235.28.157,65.149.108.130
209.59.28.159,217.46.154.128
64.236.28.196,71.76.235.115
60.238.26.148,60.23.105.18
204.56.25.173,204.51.16.173
60.32.27.120,60.192.24.134
67.134.27.123,69.134.232.68
207.31.235.186,207.31.232.197
63.59.237.135,62.197.205.24
15.130.236.172,12.0.53.92
206.59.25.127,206.38.155.128
70.30.27.185,66.230.224.187
13.34.236.182,14.221.212.182
124.55.236.111,127.56.43.175
12.63.235.127,15.47.244.127
120.236.237.142,120.179.19.238
14.134.25.166,13.134.148.217
121.133.29.188,121.133.27.66
61.235.5.179,61.233.4.48
201.238.8.150,201.144.118.137
65.62.26.139,70.206.233.104
62.239.9.189,63.15.11.189
122.30.6.165,123.225.134.172
66.34.5.183,68.194.122.55
203.33.5.189,203.34.133.67
10.32.236.161,11.32.234.223
209.134.6.185,217.134.134.187
128.237.25.153,128.210.231.249
14.131.26.116,13.128.230.77
203.32.5.158,203.35.122.1
202.131.29.115,202.252.154.112
128.63.29.128,128.40.227.239
209.58.27.189,217.47.227.60
15.33.8.156,12.221.10.226
16.58.235.188,16.202.211.61
122.61.9.162,123.221.113.90
65.236.25.138,70.76.106.6
64.56.27.134,71.207.232.9
120.239.27.199,120.176.227.55
14.238.29.105,13.201.236.88
207.34.235.191,207.35.48.192
120.30.5.157,120.17.122.98
205.33.6.198,205.33.6.225
69.30.5.186,65.22.250.58
60.239.8.146,60.22.241.118
10.62.235.109,11.49.243.83
15.60.9.176,12.203.15.206
17.35.25.138,17.32.157.10
12.131.5.159,15.130.251.224
204.236.29.131,204.147.99.99
205.238.29.124,205.246.29.131
68.35.5.181,64.62.251.74
200.133.237.191,200.122.12.63
205.55.6.172,205.57.6.162
64.131.6.157,71.2.134.157
14.236.6.129,13.203.121.7
203.34.235.157,203.33.43.2
69.61.9.101,65.34.139.100
205.55.29.154,205.57.27.25
204.134.236.145,204.248.12.138
10.61.8.179,11.50.140.176
60.34.28.117,60.194.100.114
202.60.237.156,202.59.45.227
11.132.25.149,10.4.231.148
206.58.8.120,206.39.246.71
126.63.28.142,125.216.148.241
204.62.8.170,204.55.136.213
209.63.27.122,217.40.227.134
68.64.9.157,64.67.115.2
129.133.235.191,129.250.16.191
10.35.26.129,11.34.154.131
207.62.8.147,207.55.13.15
13.235.9.108,14.17.15.99
129.239.8.173,129.136.240.220
205.62.27.136,205.49.31.231
66.30.25.103,68.233.154.152
16.130.27.124,16.124.151.125
67.35.9.111,69.62.241.160
65.132.237.172,70.4.50.82
125.30.29.168,126.239.27.214
61.62.6.152,61.32.134.135
12.58.27.104,15.41.236.104
205.237.28.199,205.245.28.255
70.31.236.133,66.231.243.3
127.130.235.176,124.0.51.177
16.62.25.150,16.207.18.137
14.131.27.172,13.128.231.82
70.33.26.105,66.193.17.152
121.59.235.186,121.58.12.186
208.133.9.141,216.5.117.146
204.130.8.117,204.252.116.116
128.134.29.115,128.135.227.75
123.237.5.123,122.45.4.123
68.131.29.188,64.128.147.60
10.32.27.173,11.32.20.162
62.236.27.160,63.12.159.164
67.57.6.156,69.38.249.124
11.60.9.124,10.204.245.131
64.132.28.152,71.4.147.100
209.62.5.158,217.41.133.129
65.59.6.112,70.202.134.79
124.130.237.132,127.131.213.133
63.133.27.183,62.5.31.72
125.31.27.158,126.238.228.30
64.55.27.175,71.199.19.223
63.237.9.129,62.85.113.17
64.236.8.105,71.76.242.103
61.60.27.101,61.35.231.100
17.32.237.148,17.35.42.109
16.236.237.200,16.19.42.87
205.59.237.116,205.52.52.116
207.64.7.117,207.67.7.138
67.31.5.153,69.30.250.100
12.62.7.193,15.46.135.131
66.238.237.107,68.104.202.103
65.237.235.179,70.77.247.204
66.64.6.131,68.188.134.236
14.57.5.149,13.37.4.106
207.31.6.171,207.31.6.216
128.133.236.189,128.133.245.60
65.31.236.185,70.233.210.198
201.59.25.196,201.61.105.28
205.56.236.117,205.55.210.74
127.133.26.116,124.5.105.141
70.34.6.180,66.195.249.75
16.57.27.137,16.201.19.22
13.239.28.149,14.23.108.147
11.238.26.161,10.73.18.170
16.61.8.159,16.205.116.224
128.237.5.152,128.210.251.121
205.57.9.159,205.54.142.96
16.35.8.100,16.220.241.154
62.30.9.181,63.225.137.202
13.30.27.159,14.231.152.255
202.130.28.174,202.253.146.209
10.56.25.168,11.55.150.85
203.59.237.135,203.49.236.127
63.130.26.109,62.3.225.147
69.238.7.192,65.145.120.141
202.59.237.196,202.61.236.130
207.30.26.160,207.30.229.85
11.239.27.100,10.72.228.165
61.63.27.109,61.33.111.163
62.56.8.156,63.203.8.157
125.62.25.193,126.214.157.102
63.34.26.175,62.220.98.175
69.59.235.152,65.37.215.123
66.131.9.150,68.1.9.9
209.132.235.139,217.132.52.123
208.32.8.102,216.220.137.166
209.131.26.114,217.129.17.141
125.34.27.152,126.194.151.228
126.58.236.169,125.222.51.36
125.63.25.142,126.215.29.254
201.57.9.129,201.62.244.159
61.131.25.177,61.131.18.73
62.34.7.189,63.223.7.188
16.63.9.190,16.206.141.190
124.55.9.156,127.56.140.252
64.62.7.170,71.200.135.38
122.132.29.185,123.4.229.68
68.130.26.115,64.129.97.176
124.131.236.177,127.130.13.73
17.236.6.136,17.211.121.101
205.132.27.184,205.132.236.197
124.132.27.172,127.132.239.82
129.132.235.108,129.251.44.83
11.31.28.197,10.238.148.186
207.132.27.172,207.251.159.35
10.35.25.157,11.34.153.227
65.57.235.107,70.201.232.167
69.56.7.196,65.39.120.122
16.132.235.134,16.123.12.14
202.64.235.180,202.64.47.180
63.60.26.199,62.195.109.55
126.133.6.163,125.5.6.171
120.34.29.118,120.34.155.73
13.238.235.177,14.22.200.77
67.32.237.119,69.60.236.72
66.64.28.110,68.188.148.94
15.63.236.127,12.200.19.191
120.61.235.163,120.58.47.91
128.236.235.156,128.211.44.226
11.59.25.182,10.200.147.49
202.235.25.177,202.181.97.75
205.237.27.121,205.245.24.68
207.33.8.109,207.33.12.93
122.236.25.177,123.107.153.178
205.133.28.118,205.133.21.182
124.236.236.117,127.203.43.180
123.55.236.110,122.199.205.174
64.31.5.166,71.232.132.46
10.132.236.162,11.251.205.46
10.130.235.140,11.255.236.157
123.131.25.108,122.126.157.109
123.33.26.110,122.222.238.81
63.59.5.109,62.197.4.82
69.61.29.120,65.34.149.187
129.59.8.112,129.42.241.142
60.133.25.197,60.122.238.237
13.61.28.123,14.202.156.71
12.237.26.167,15.245.22.160
121.239.29.106,121.214.227.105
128.57.6.116,128.46.134.76
61.63.237.199,61.33.205.167
13.57.9.112,14.205.117.75
124.60.26.200,127.52.18.198
205.131.237.162,205.129.213.162
125.32.236.118,126.192.50.113
129.30.235.117,129.25.12.140
64.31.27.138,71.232.156.5
124.30.236.155,127.16.202.152
127.56.6.180,124.207.6.180
206.238.9.164,206.142.113.213
120.238.8.109,120.177.12.99
13.239.5.186,14.23.123.186
60.64.28.111,60.191.18.96
124.32.29.107,127.35.236.148
127.55.6.146,124.199.121.118
17.238.235.120,17.209.204.69
13.131.236.172,14.124.13.44
120.235.237.160,120.180.13.213
200.130.9.122,200.125.141.185
128.31.237.138,128.22.52.149
208.56.28.174,216.199.109.33
209.34.27.179,217.63.103.203
200.134.7.115,200.121.135.72
15.235.28.105,12.118.237.155
128.56.28.164,128.47.155.85
125.30.6.179,126.239.6.183
16.131.5.148,16.125.122.140
123.56.6.119,122.204.134.112
202.236.26.138,202.179.102.234
202.238.25.100,202.176.97.91
208.30.235.131,216.230.8.243
12.239.26.178,15.247.30.178
60.59.25.180,60.221.27.51
202.239.235.180,202.177.204.75
63.238.28.172,62.87.234.162
12.236.5.177,15.244.5.179
203.237.26.106,203.245.17.165
64.130.29.145,71.3.26.19
69.235.237.194,65.149.237.234
61.64.235.176,61.67.11.72
206.32.236.115,206.63.205.180
128.57.25.196,128.46.145.74
204.33.7.186,204.34.135.70
62.64.9.129,63.191.246.30
207.58.28.148,207.51.237.117
121.33.27.172,121.33.23.45
122.56.9.117,123.216.114.178
13.130.7.161,14.125.120.166
14.130.236.191,13.129.236.191
202.57.235.124,202.62.23.131
200.62.6.156,200.217.249.125
60.132.28.192,60.123.236.150
70.235.8.102,66.47.13.161
200.235.26.179,200.44.145.79
200.236.26.180,200.43.157.52
68.32.9.124,64.60.242.124
11.30.235.199,10.239.236.135
129.60.26.194,129.44.29.114
68.62.8.105,64.40.245.166
206.236.5.150,206.140.251.113
60.32.9.181,60.192.11.74
62.133.25.106,63.122.155.154
12.235.237.147,15.243.213.236
70.131.7.173,66.127.120.173
63.237.29.106,62.85.100.90
63.64.26.198,62.131.109.73
70.60.29.135,66.220.236.152
125.132.5.106,126.4.5.85
13.31.237.142,14.230.50.97
70.60.5.140,66.220.250.3
10.236.9.133,11.180.141.228
209.134.25.175,217.134.159.32
206.134.9.170,206.248.240.170
14.134.26.153,13.134.150.228
63.64.8.122,62.131.117.133
10.235.235.113,11.179.240.78
16.235.5.145,16.23.5.15
200.236.27.200,200.43.156.249
207.61.25.156,207.53.101.3
63.56.26.164,62.199.98.218
203.31.235.190,203.24.55.62
67.238.7.148,69.208.135.140
127.32.6.175,124.223.121.95
70.133.8.103,66.122.242.80
62.31.25.155,63.224.157.123
123.130.7.113,122.127.7.183
129.131.237.144,129.255.245.246
69.64.26.168,65.124.158.167
126.58.237.175,125.222.50.47
128.235.6.176,128.212.249.78
62.131.28.163,63.127.108.163
203.34.237.135,203.33.44.144
63.58.28.186,62.196.234.186
127.32.235.164,124.223.240.93
15.64.26.178,12.188.17.77
10.32.25.188,11.32.23.60
69.33.29.144,65.62.227.117
123.34.26.164,122.220.25.42
65.63.7.152,70.207.120.153
125.61.235.119,126.213.240.72
68.236.237.124,64.204.44.124
203.30.25.154,203.25.148.26
124.58.8.198,127.51.113.126
16.64.25.149,16.188.101.11
204.35.9.160,204.33.119.40
60.30.9.192,60.233.14.30
66.60.7.190,68.219.135.190
70.63.237.178,66.222.45.78
201.239.7.181,201.145.7.204
125.237.8.182,126.74.137.73
125.33.29.117,126.193.100.116
10.56.237.112,11.55.50.74
208.237.235.104,216.85.203.103
15.35.28.105,12.222.226.86
127.239.236.198,124.72.44.193
63.134.27.122,62.6.111.134
62.57.6.104,63.202.134.88
16.59.6.158,16.203.121.126
129.133.29.170,129.250.237.213
63.235.5.165,62.82.251.93
201.61.26.146,201.58.150.141
207.62.26.192,207.55.26.218
209.238.8.194,217.240.117.69
60.55.29.179,60.215.18.203
123.238.237.155,122.47.237.120
14.60.237.155,13.35.10.103
203.59.9.119,203.49.114.112
126.134.27.107,125.7.231.84
68.34.235.108,64.63.200.162
202.55.235.153,202.54.11.135
123.236.29.162,122.44.157.93
205.64.27.140,205.127.104.227
11.57.29.140,10.202.236.253
127.61.28.198,124.202.146.161
129.63.5.101,129.46.250.92
126.134.7.153,125.7.248.5
207.55.29.164,207.56.229.213
202.236.8.199,202.179.117.8
122.239.5.154,123.105.122.249
10.34.26.141,11.35.233.125
14.58.237.157,13.38.237.253
126.62.5.180,125.217.123.77
60.130.28.132,60.127.19.11
15.235.25.158,12.118.232.158
14.63.26.115,13.32.226.79
207.237.7.126,207.149.120.129
129.61.29.161,129.45.26.172
201.57.27.145,201.62.235.232
14.34.27.157,13.60.239.2
204.239.26.167,204.145.26.216
64.59.236.159,71.204.53.0
15.30.235.118,12.231.40.177
60.35.8.114,60.195.118.78
64.133.9.148,71.5.15.114
204.64.235.139,204.124.244.235
69.60.7.175,65.35.135.175
11.236.9.192,10.75.140.64
66.34.26.145,68.194.101.23
64.60.26.150,71.203.22.241
64.130.8.156,71.3.13.2
60.57.7.192,60.222.248.108
10.56.26.104,11.55.149.164
13.237.235.140,14.21.247.124
13.59.25.104,14.207.105.104
201.237.7.140,201.146.135.19
68.235.7.174,64.203.7.33
16.31.7.169,16.224.248.90
207.134.237.121,207.248.234.134
63.60.28.177,62.195.107.78
69.134.9.114,65.249.240.141
200.62.28.170,200.217.228.213
67.59.8.161,69.37.8.210
122.63.25.104,123.223.110.102
200.32.6.145,200.192.134.137
124.64.25.129,127.64.158.135
121.235.27.181,121.209.111.204
208.32.25.187,216.220.145.199
207.59.6.186,207.50.134.197
69.58.28.105,65.36.154.100
62.134.9.106,63.121.114.101
120.55.28.106,120.54.235.166
14.30.25.169,13.16.104.164
129.62.25.170,129.47.154.38
123.35.236.111,122.221.235.160
125.131.8.154,126.0.246.249
203.130.5.132,203.130.133.109
69.132.26.159,65.251.145.0
60.34.9.194,60.194.112.230
60.59.26.105,60.221.25.155
65.235.27.123,70.72.227.187
70.133.236.106,66.122.53.150
120.33.237.166,120.33.235.161
10.237.29.174,11.181.99.209
63.57.27.114,62.198.144.118
63.59.9.171,62.197.11.91
17.235.237.160,17.213.237.36
121.237.27.151,121.213.96.111
10.235.237.169,11.179.244.43
122.58.29.198,123.218.237.190
