13.41.107.98,14.55.25.132
217.42.135.162,209.61.7.101
127.50.154.163,124.59.25.173
61.239.202.68,61.239.237.187
60.122.249.33,60.133.6.174
127.56.42.133,124.55.237.132
216.194.52.242,208.61.237.146
71.233.146.209,64.30.28.174
69.133.11.174,67.133.9.110
123.194.233.108,122.35.26.133
60.120.204.11,60.134.235.200
126.78.134.82,125.235.6.101
12.231.231.171,15.30.25.100
15.133.109.76,12.133.28.181
207.150.227.126,207.239.29.142
12.188.6.106,15.64.6.100
205.48.19.167,205.63.235.168
201.34.146.249,201.33.26.154
124.207.8.218,127.56.9.170
202.250.149.186,202.133.29.193
13.128.242.88,14.131.8.107
13.203.106.237,14.236.28.149
129.24.154.92,129.31.26.108
123.193.235.39,122.33.235.167
206.67.157.95,206.64.29.175
60.218.251.156,60.61.5.101
15.31.29.227,12.31.25.157
200.221.26.164,200.57.26.164
11.49.6.118,10.62.6.112
70.4.157.59,65.132.26.197
66.214.133.143,70.55.5.143
202.176.101.2,202.238.28.156
70.204.105.206,65.60.25.176
202.253.138.139,202.130.9.145
10.72.242.79,11.239.9.177
62.224.248.7,63.31.7.153
205.244.10.87,205.236.8.103
126.238.246.6,125.31.9.136
206.143.14.164,206.239.9.171
202.54.239.234,202.55.25.148
216.1.120.237,208.131.7.149
126.214.133.162,125.62.5.173
128.43.142.103,128.60.9.152
216.194.236.68,208.61.29.120
70.207.122.89,65.63.5.160
126.0.226.182,125.131.29.200
13.134.134.210,14.134.6.165
69.61.121.44,67.33.6.173
216.192.249.123,208.63.6.133
216.86.158.37,208.238.25.170
16.225.53.67,16.30.237.188
217.46.135.243,209.59.7.133
217.40.226.93,209.63.26.109
13.124.123.181,14.64.5.114
15.45.108.48,12.61.25.183
126.193.244.36,125.33.237.171
61.134.11.5,61.134.8.194
125.0.248.55,126.131.7.183
206.32.141.126,206.62.8.198
68.194.242.193,66.34.237.190
69.35.236.44,67.60.27.165
64.22.208.16,68.30.235.193
10.74.251.36,11.237.5.160
206.62.251.135,206.33.5.123
66.217.4.43,70.57.5.165
207.151.236.168,207.238.25.103
204.147.113.8,204.236.8.147
71.206.248.167,64.57.7.167
14.120.101.17,13.134.28.142
61.62.11.139,61.34.8.116
10.202.251.175,11.57.5.111
17.62.250.247,17.59.5.144
69.210.250.42,67.237.5.164
66.123.20.100,70.132.237.100
12.0.249.80,15.130.6.199
12.1.26.74,15.131.29.114
64.207.103.115,68.239.27.115
14.222.44.156,13.33.237.157
13.132.200.117,14.132.235.194
68.1.8.190,66.131.8.190
128.61.12.214,128.33.8.170
127.48.139.75,124.56.9.179
127.49.215.157,124.57.235.101
14.204.243.138,13.56.9.149
216.201.101.181,208.55.26.113
62.224.244.166,63.31.8.168
207.54.227.220,207.63.29.164
120.250.21.48,120.133.236.183
122.120.19.34,123.134.28.165
17.24.230.141,17.30.26.132
70.222.43.56,65.33.236.184
124.206.145.182,127.57.26.114
203.244.229.100,203.236.29.193
16.122.154.242,16.133.26.146
16.122.152.201,16.133.25.182
124.5.121.104,127.133.6.199
71.202.238.187,64.61.25.123
120.180.248.221,120.235.7.164
121.61.7.111,121.61.7.143
64.134.213.171,68.134.236.105
70.221.106.128,65.35.25.159
216.87.4.72,208.239.5.183
63.121.115.33,62.134.8.174
61.61.203.176,61.33.237.183
64.46.135.77,68.57.7.114
69.39.98.163,67.56.29.108
70.128.153.55,65.64.26.177
120.62.228.211,120.57.27.173
201.147.40.224,201.236.235.159
68.223.22.178,66.58.26.176
127.201.19.89,124.238.28.170
69.209.17.106,67.239.26.138
69.61.120.115,67.33.7.141
14.230.144.127,13.31.25.127
203.130.135.7,203.130.7.155
126.188.241.33,125.64.9.161
65.62.250.159,69.33.5.131
216.201.100.114,208.55.27.117
205.35.115.100,205.34.8.131
206.141.21.79,206.237.28.183
201.57.202.243,201.62.237.147
60.221.237.140,60.59.237.115
125.5.27.91,126.133.28.164
128.210.243.179,128.237.9.112
61.63.200.119,61.35.235.119
126.211.120.188,125.56.7.124
126.210.139.40,125.57.8.168
216.197.14.16,208.58.9.144
200.123.19.226,200.132.27.157
15.30.108.137,12.30.28.145
204.146.156.235,204.237.29.139
17.208.134.230,17.239.6.152
120.180.249.179,120.235.6.117
121.63.237.100,121.62.236.139
127.33.53.114,124.34.236.146
14.123.120.247,13.132.7.200
201.31.123.52,201.31.5.179
70.5.98.175,65.133.28.160
206.61.132.97,206.34.5.130
11.57.28.176,10.55.25.183
216.193.239.155,208.62.235.155
217.62.245.47,209.35.8.175
16.121.134.119,16.134.6.119
71.73.105.113,64.235.26.142
61.236.207.24,61.236.235.137
17.130.137.222,17.131.9.160
65.39.100.165,69.56.25.106
129.24.157.117,129.31.29.138
68.195.119.99,66.35.9.131
71.232.20.80,64.31.237.103
217.241.7.232,209.239.7.135
201.63.226.246,201.56.28.144
124.222.143.112,127.33.8.151
126.5.115.50,125.133.8.180
200.194.146.214,200.35.28.194
217.129.8.105,209.131.8.102
123.107.133.69,122.236.5.200
217.41.134.210,209.62.6.164
203.55.149.0,203.62.28.199
64.41.15.32,68.63.9.167
12.207.111.6,15.58.27.154
124.220.26.132,127.34.28.155
203.33.251.85,203.34.5.101
200.216.158.195,200.63.26.189
216.197.235.97,208.58.235.128
123.218.248.76,122.58.7.180
68.219.149.134,66.60.28.121
13.32.225.46,14.63.25.161
65.22.236.197,69.30.25.186
60.21.109.27,60.237.26.133
14.206.137.30,13.58.8.198
205.50.10.103,205.61.236.105
12.112.134.186,15.239.6.184
60.127.22.148,60.130.26.145
205.245.8.132,205.237.8.152
71.2.150.232,64.131.26.135
16.17.120.98,16.238.7.141
69.30.247.107,67.31.8.147
66.41.203.57,70.239.236.194
64.23.203.124,68.31.237.156
200.215.23.94,200.55.27.166
16.220.240.114,16.35.9.149
122.44.143.2,123.236.9.133
200.218.150.185,200.61.26.186
122.200.12.197,123.62.8.186
126.72.7.236,125.238.7.144
66.123.155.177,70.132.25.112
66.40.156.181,70.238.29.180
62.224.230.94,63.31.26.110
129.45.8.223,129.61.9.163
203.135.237.54,203.134.29.178
205.129.101.14,205.131.28.150
123.224.249.6,122.31.6.154
65.144.135.76,69.239.7.177
128.129.6.228,128.131.6.155
17.209.26.69,17.238.28.122
203.52.20.27,203.60.237.139
10.128.55.119,11.64.235.151
125.216.145.209,126.63.25.174
17.25.7.156,17.31.7.128
10.206.225.48,11.63.26.177
12.114.15.83,15.237.235.160
12.223.55.111,15.34.235.147
13.33.29.117,14.62.26.128
126.194.43.248,125.34.237.136
120.180.11.15,120.235.235.195
61.37.121.183,61.57.6.112
61.132.19.91,61.132.237.164
71.220.101.46,64.32.26.174
70.204.122.78,65.60.5.198
206.60.16.185,206.35.235.186
203.131.118.216,203.131.8.168
15.243.27.250,12.235.29.154
17.63.120.152,17.58.7.155
123.105.212.202,122.239.236.181
127.202.13.146,124.237.236.108
60.126.236.0,60.131.29.159
14.204.248.18,13.56.7.141
203.132.240.90,203.132.9.101
122.221.6.165,123.35.6.165
64.129.204.152,68.130.237.139
11.183.237.111,10.239.236.143
217.241.26.93,209.239.28.108
207.30.249.108,207.30.6.144
16.123.153.110,16.132.26.150
202.248.10.200,202.134.237.183
66.220.243.105,70.60.9.105
124.5.120.114,127.133.7.112
65.62.230.240,69.33.26.147
63.127.104.25,62.131.27.154
13.207.232.209,14.235.235.166
217.63.212.20,209.34.235.133
129.255.120.125,129.131.7.125
202.35.11.177,202.34.236.113
202.35.134.136,202.34.6.145
62.198.132.210,63.57.5.164
10.223.21.38,11.35.26.166
62.5.6.164,63.133.6.171
14.201.29.139,13.63.28.115
128.60.137.9,128.32.8.198
129.41.213.148,129.57.237.104
10.222.20.205,11.34.29.180
17.131.154.156,17.130.28.140
205.128.43.121,205.130.236.154
13.33.27.34,14.62.28.164
62.3.228.70,63.130.29.120
207.32.25.109,207.32.26.141
123.217.211.88,122.57.235.105
124.4.249.169,127.132.6.105
14.230.135.93,13.31.7.173
207.67.15.109,207.64.9.140
15.44.20.119,12.60.29.151
62.195.123.215,63.60.5.167
200.192.146.225,200.32.26.158
10.1.205.70,11.130.237.185
207.149.212.65,207.237.237.190
63.122.156.143,62.133.29.144
124.204.117.254,127.58.9.129
66.216.149.176,70.56.26.113
122.224.53.45,123.30.236.162
64.129.121.59,68.130.6.184
65.124.155.17,69.64.28.142
16.124.135.213,16.130.7.169
128.45.106.21,128.59.29.132
62.84.236.106,63.236.236.100
71.191.230.65,64.64.26.126
14.20.19.143,13.236.25.151
120.62.245.169,120.57.9.200
14.202.153.74,13.61.25.114
65.63.232.148,69.32.235.129
207.53.120.159,207.61.7.103
63.14.50.81,62.238.237.174
129.62.27.14,129.34.29.134
71.78.134.82,64.238.6.109
62.5.7.162,63.133.7.172
203.132.248.66,203.132.7.188
11.32.21.104,10.32.26.200
216.230.228.156,208.30.27.129
11.53.205.92,10.59.236.164
217.38.140.168,209.55.8.167
68.6.108.159,66.134.28.159
13.61.108.79,14.35.27.176
13.16.210.145,14.30.237.142
123.192.121.145,122.32.6.110
200.124.156.230,200.131.29.134
207.52.237.152,207.60.237.107
127.130.229.120,124.131.28.152
17.61.112.182,17.57.9.114
66.216.143.215,70.56.9.169
15.60.144.182,12.34.25.118
216.231.204.2,208.31.237.141
63.200.18.125,62.59.237.157
205.246.4.141,205.238.5.146
125.0.232.109,126.131.27.148
65.35.11.173,69.60.236.101
129.138.148.198,129.237.27.184
11.181.98.116,10.237.28.117
200.225.104.144,200.31.27.129
12.220.53.178,15.32.237.176
123.194.50.233,122.35.236.134
13.201.237.146,14.238.28.109
16.202.123.185,16.58.5.122
129.25.159.174,129.30.27.174
127.49.7.60,124.57.7.188
68.192.230.119,66.32.26.115
128.45.120.225,128.59.7.130
70.232.29.32,65.30.29.195
16.16.239.112,16.239.25.113
12.201.139.42,15.62.8.170
64.67.108.207,68.64.27.183
11.248.240.151,10.134.8.151
71.201.16.254,64.63.25.142
124.6.134.204,127.134.6.181
63.206.21.1,62.62.26.142
12.1.28.168,15.131.27.103
10.198.149.138,11.55.29.116
125.221.99.138,126.57.27.132
66.126.247.56,70.130.8.200
66.219.141.172,70.58.8.109
13.133.7.153,14.133.7.104
15.46.43.149,12.62.235.138
129.39.121.2,129.55.6.130
70.200.20.86,65.56.235.166
16.199.121.55,16.55.6.179
15.63.117.54,12.32.8.177
17.34.148.136,17.33.29.139
69.36.121.117,67.58.6.136
206.36.134.204,206.56.6.180
11.182.122.72,10.238.5.176
71.205.15.144,64.58.235.111
69.209.6.203,67.239.6.176
15.42.233.61,12.57.25.189
217.16.236.6,209.31.27.154
10.201.147.152,11.58.28.107
63.220.154.46,62.32.29.166
64.134.26.115,68.134.29.145
60.221.236.115,60.59.236.112
14.131.154.218,13.64.28.170
70.233.110.160,65.31.26.167
200.121.154.239,200.134.29.143
206.142.112.245,206.238.8.136
125.220.18.163,126.56.236.172
66.230.8.12,70.30.235.144
207.50.158.134,207.59.26.137
200.122.227.84,200.133.27.104
62.196.235.103,63.58.29.139
60.215.20.125,60.55.27.125
68.104.108.115,66.238.28.117
125.195.204.97,126.35.237.130
61.239.207.158,61.239.235.102
64.129.115.13,68.130.8.145
217.45.15.136,209.57.9.193
13.201.248.104,14.238.7.145
206.35.242.36,206.60.9.171
125.215.99.173,126.55.27.162
64.134.212.19,68.134.237.141
63.224.135.94,62.31.7.102
121.60.244.73,121.60.237.178
126.239.242.208,125.30.236.175
127.200.147.133,124.239.25.138
12.198.40.188,15.55.235.188
64.22.6.155,68.30.6.195
216.221.101.81,208.33.25.110
217.44.15.112,209.56.8.143
10.0.18.216,11.131.237.171
128.23.101.32,128.30.28.175
204.34.43.96,204.33.236.199
217.17.135.45,209.30.7.164
122.224.135.69,123.30.7.185
66.222.157.37,70.63.26.192
64.203.18.195,68.235.28.189
60.191.234.167,60.64.236.168
122.225.114.28,123.31.9.132
14.220.10.163,13.35.236.160
204.50.19.114,204.57.236.132
60.218.44.123,60.61.235.123
203.244.228.173,203.236.28.164
120.249.50.4,120.134.237.136
121.57.26.176,121.57.29.119
60.232.152.38,60.31.25.169
203.133.109.96,203.133.26.159
122.205.204.199,123.57.237.187
201.147.248.143,201.236.7.115
126.212.121.52,125.60.6.177
123.220.48.68,122.60.235.184
201.30.249.0,201.30.6.199
11.31.27.159,10.30.28.111
62.222.134.235,63.33.6.131
201.62.234.229,201.57.26.196
10.238.146.124,11.31.26.124
200.217.19.181,200.62.237.114
201.146.15.86,201.237.235.170
206.61.134.86,206.34.6.102
65.145.213.122,69.238.237.121
14.221.12.16,13.34.9.143
61.35.244.74,61.60.8.113
66.127.106.187,70.131.29.120
120.35.97.164,120.35.26.100
16.125.108.187,16.131.27.187
204.55.154.130,204.62.28.157
62.2.141.86,63.131.8.170
205.128.146.73,205.130.26.118
60.127.11.83,60.130.9.108
202.63.250.187,202.56.5.123
216.201.99.155,208.55.28.100
200.122.228.116,200.133.28.113
123.219.6.131,122.59.6.157
120.251.5.117,120.132.5.117
70.6.116.13,65.134.9.132
200.125.11.80,200.130.235.111
62.200.229.153,63.55.29.102
65.61.100.66,69.34.28.124
63.221.14.107,62.33.9.136
64.23.5.85,68.31.5.106
201.63.248.227,201.56.7.195
122.123.143.8,123.132.9.144
63.221.15.52,62.33.8.176
61.239.109.182,61.239.25.118
201.30.12.130,201.30.236.157
207.148.26.82,207.236.25.173
206.67.134.239,206.64.6.135
206.250.152.244,206.133.27.149
16.220.238.120,16.35.26.123
60.191.20.146,60.64.27.140
66.230.248.206,70.30.7.178
120.16.226.3,120.31.29.197
129.44.202.249,129.60.236.138
16.18.154.239,16.237.26.143
71.79.23.184,64.239.27.187
71.79.19.23,64.239.29.128
201.58.143.23,201.61.8.192
70.233.106.143,65.31.29.147
17.210.146.144,17.237.25.131
69.62.250.191,67.35.5.127
71.77.211.137,64.237.235.114
204.250.227.215,204.133.27.167
121.56.203.34,121.56.237.172
70.203.135.149,65.58.7.149
68.5.19.178,66.133.28.112
120.255.237.149,120.130.237.144
66.222.142.71,70.63.8.123
203.32.134.148,203.35.6.149
205.132.248.85,205.132.7.105
203.35.106.80,203.32.26.103
124.220.210.108,127.34.236.108
129.44.203.107,129.60.237.149
71.223.207.168,64.35.235.103
61.62.21.131,61.34.29.125
201.34.149.106,201.33.29.106
127.133.14.235,124.133.8.136
15.62.134.239,12.33.6.143
204.56.234.218,204.55.26.169
61.63.205.253,61.35.237.140
127.53.28.44,124.61.25.161
70.79.115.58,65.239.8.186
205.50.242.72,205.61.8.112
204.34.134.158,204.33.6.142
122.120.210.166,123.134.236.170
60.16.151.124,60.235.27.131
121.62.249.8,121.63.6.145
207.148.213.128,207.236.237.159
71.3.27.67,64.130.28.189
216.196.228.136,208.59.28.200
205.53.116.134,205.58.8.152
70.3.210.244,65.131.236.131
129.140.231.81,129.235.25.110
12.200.147.137,15.63.29.146
124.206.20.141,127.57.237.117
124.191.244.28,127.64.237.157
69.35.44.91,67.60.235.171
205.245.9.143,205.237.9.119
203.33.45.69,203.34.236.193
11.49.26.76,10.62.26.116
16.204.111.65,16.60.27.190
11.53.29.150,10.59.29.150
125.1.242.148,126.130.236.192
201.250.243.234,201.133.9.136
126.5.123.92,125.133.5.161
204.55.20.141,204.62.237.116
15.63.120.252,12.32.7.157
203.247.245.135,203.238.237.121
128.44.7.88,128.58.7.169
69.34.229.38,67.61.25.160
62.87.11.107,63.238.236.136
121.63.113.198,121.62.9.185
206.140.237.91,206.236.29.107
217.67.211.230,209.64.235.152
10.238.12.72,11.31.235.119
10.73.19.41,11.238.27.160
60.23.108.237,60.238.28.141
204.144.117.55,204.238.8.183
68.110.240.97,66.235.9.158
62.3.241.191,63.130.9.127
71.79.5.162,64.239.5.100
217.61.96.169,209.33.25.166
121.56.123.167,121.56.5.168
11.181.121.145,10.237.6.110
126.194.140.173,125.34.9.101
13.41.114.175,14.55.9.111
216.221.115.53,208.33.9.180
128.64.121.113,128.64.6.144
70.207.113.176,65.63.8.115
216.195.203.210,208.60.235.165
16.202.121.123,16.58.6.152
125.112.135.213,126.239.7.168
65.22.245.2,69.30.8.157
13.32.45.22,14.63.236.150
129.249.156.183,129.134.25.119
129.42.44.248,129.59.237.137
13.133.237.163,14.133.237.160
15.31.8.3,12.31.9.140
71.3.4.133,64.130.5.132
71.200.132.121,64.62.5.194
216.196.225.188,208.59.26.124
14.131.52.71,13.64.235.187
69.31.145.32,67.30.26.175
204.55.16.235,204.62.235.195
64.38.52.141,68.55.235.130
127.50.141.178,124.59.8.117
217.40.250.93,209.63.5.160
124.221.7.64,127.35.7.127
60.127.203.39,60.130.236.171
216.191.10.249,208.64.236.152
71.191.249.150,64.64.6.102
70.2.120.122,65.130.7.154
207.50.141.143,207.59.9.115
200.194.44.185,200.35.237.186
204.151.245.138,204.235.237.117
65.37.8.168,69.59.9.167
217.44.26.16,209.56.29.135
205.51.106.142,205.60.29.134
62.6.115.22,63.134.8.150
14.205.105.182,13.57.25.182
206.33.235.116,206.63.236.148
63.206.19.143,62.62.28.119
126.1.205.155,125.130.236.100
202.181.123.102,202.235.5.154
200.122.225.209,200.133.25.174
217.43.7.237,209.60.7.130
121.57.28.18,121.57.27.140
216.197.6.235,208.58.6.139
14.231.11.44,13.30.237.172
217.133.211.24,209.133.236.155
127.132.235.182,124.132.29.114
124.203.227.167,127.60.28.107
63.14.141.83,62.238.8.172
60.20.13.26,60.236.8.138
12.200.23.214,15.63.235.170
60.233.5.139,60.30.5.137
66.42.139.149,70.237.9.104
122.223.249.17,123.32.6.142
16.204.240.174,16.60.235.162
200.224.240.15,200.30.235.143
65.145.96.38,69.238.25.166
65.39.103.26,69.56.27.200
62.4.157.24,63.132.28.155
17.213.113.168,17.235.9.107
128.60.21.43,128.32.236.163
217.244.48.202,209.235.235.180
202.179.120.147,202.236.7.132
129.137.248.8,129.238.7.151
12.188.9.56,15.64.9.184
202.251.102.148,202.132.26.128
11.127.43.242,10.64.237.193
203.51.53.10,203.56.237.200
216.85.107.182,208.237.28.112
65.251.144.110,69.132.27.110
216.83.10.127,208.235.9.127
16.225.156.165,16.30.28.169
121.34.149.56,121.34.28.185
121.35.11.107,121.35.8.145
16.199.120.150,16.55.7.137
128.61.31.58,128.33.27.186
123.111.105.187,122.235.25.123
70.2.109.100,65.130.26.193
206.35.224.155,206.60.27.139
125.0.20.184,126.131.235.120
127.201.235.138,124.238.236.114
15.63.106.228,12.32.26.152
62.223.236.230,63.32.28.152
203.35.121.80,203.32.6.163
16.220.234.207,16.35.28.176
17.210.149.172,17.237.29.165
125.217.121.186,126.62.6.120
12.7.26.43,15.134.29.161
123.194.249.190,122.35.6.126
14.231.143.127,13.30.9.127
207.151.251.77,207.238.5.180
16.207.12.99,16.62.8.109
64.45.122.193,68.59.5.190
64.204.236.64,68.236.29.191
207.50.155.93,207.59.29.164
15.61.215.111,12.35.235.103
61.34.137.163,61.61.9.164
200.42.155.169,200.237.29.170
200.217.250.233,200.62.5.136
17.130.136.110,17.131.8.110
122.123.156.182,123.132.28.182
204.124.120.193,204.64.7.190
201.30.226.103,201.30.29.128
127.130.224.92,124.131.27.160
66.126.229.129,70.130.26.126
60.217.121.114,60.62.6.148
201.35.248.17,201.32.7.144
201.56.231.93,201.63.25.164
61.236.120.71,61.236.7.123
15.42.237.0,12.57.28.143
65.38.132.86,69.57.5.168
63.205.110.86,62.61.25.102
60.123.240.146,60.132.9.145
217.40.249.14,209.63.6.150
127.32.250.15,124.35.5.145
17.56.55.103,17.63.235.105
17.213.98.191,17.235.28.199
12.204.235.39,15.56.236.167
63.127.113.55,62.131.9.179
124.222.152.132,127.33.27.155
12.118.236.158,15.235.29.110
120.177.27.176,120.238.28.119
66.230.229.123,70.30.28.152
68.192.228.243,66.32.25.140
125.112.134.193,126.239.6.190
125.222.149.109,126.58.28.148
207.31.236.216,207.31.236.171
127.17.242.134,124.31.236.152
201.145.10.247,201.239.8.139
127.32.229.26,124.35.25.132
122.206.43.129,123.59.236.126
122.43.120.98,123.235.7.108
203.50.155.195,203.57.29.192
126.0.250.118,125.131.5.118
70.2.111.92,65.130.25.173
207.32.9.155,207.32.9.139
217.45.29.48,209.57.29.183
61.67.12.82,61.64.236.109
64.38.234.179,68.55.26.177
206.142.102.226,206.238.26.156
217.38.154.242,209.55.29.132
200.40.134.232,200.239.6.131
121.128.250.86,121.131.5.166
121.132.204.100,121.132.236.107
65.252.151.137,69.130.27.137
12.201.154.211,15.62.29.161
126.211.213.40,125.56.236.171
12.222.227.13,15.35.29.132
13.37.15.140,14.57.8.115
122.128.246.184,123.64.8.187
71.79.18.238,64.239.28.142
122.202.157.104,123.61.26.139
123.1.235.33,122.131.235.174
207.34.237.142,207.35.29.118
200.195.13.78,200.34.236.176
17.54.43.19,17.55.236.149
124.74.248.144,127.237.7.151
11.52.243.68,10.58.9.123
121.33.245.43,121.33.236.164
217.63.120.129,209.34.7.134
60.217.104.125,60.62.27.124
207.148.12.212,207.236.8.164
11.183.18.92,10.239.26.109
206.251.248.238,206.132.7.150
121.55.15.29,121.55.9.156
16.203.103.200,16.59.27.195
62.86.148.200,63.239.29.183
202.177.116.154,202.239.9.200
217.46.18.116,209.59.236.116
126.74.155.13,125.237.28.145
120.32.133.161,120.32.5.161
71.191.248.83,64.64.7.164
201.61.121.160,201.59.6.111
128.209.109.55,128.239.29.199
12.220.226.155,15.32.29.197
12.112.145.52,15.239.26.180
70.232.28.224,65.30.28.199
60.215.204.122,60.55.237.121
69.132.237.41,67.132.28.169
125.194.15.134,126.34.9.134
121.62.234.94,121.63.26.102
63.13.99.124,62.237.27.125
120.59.240.72,120.60.9.119
61.36.10.135,61.56.9.135
61.62.7.207,61.34.7.179
15.133.106.214,12.133.26.160
126.217.98.171,125.55.29.100
200.221.24.146,200.57.25.146
11.48.18.154,10.63.236.154
127.49.210.207,124.57.236.176
10.5.215.104,11.133.235.151
128.208.134.181,128.238.6.178
12.115.232.137,15.236.27.118
122.203.4.96,123.60.5.159
216.221.120.31,208.33.7.135
62.222.149.94,63.33.26.174
60.191.14.152,60.64.9.199
11.53.6.165,10.59.6.162
217.62.244.127,209.35.9.159
200.216.143.55,200.63.8.183
68.217.200.176,66.62.235.183
70.204.109.102,65.60.28.130
15.42.251.123,12.57.5.123
14.17.14.171,13.235.8.160
207.35.244.128,207.34.9.127
70.223.98.229,65.32.28.154
122.199.96.84,123.55.27.171
216.194.233.176,208.61.25.183
126.7.158.184,125.134.26.187
129.63.29.146,129.35.29.100
70.4.51.126,65.132.236.192
200.124.153.44,200.131.25.163
129.138.52.94,129.237.237.110
64.60.228.202,68.32.29.181
70.6.200.149,65.134.235.105
11.180.140.181,10.236.8.180
201.34.43.222,201.33.237.174
120.255.102.199,120.130.26.187
203.57.200.64,203.55.235.127
14.230.147.175,13.31.27.111
126.4.11.36,125.132.9.171
120.34.19.31,120.34.237.143
201.55.119.140,201.55.8.115
200.40.155.199,200.239.29.187
64.40.248.118,68.62.7.150
128.22.142.131,128.31.9.140
16.220.235.69,16.35.29.122
66.122.248.108,70.133.7.141
129.42.240.32,129.59.9.199
202.35.138.209,202.34.8.161
16.19.225.36,16.236.26.169
124.1.14.225,127.131.9.142
206.38.135.179,206.59.7.117
16.124.11.147,16.130.237.109
204.253.24.78,204.131.25.113
217.47.228.151,209.58.29.151
71.76.248.108,64.236.7.109
216.5.235.180,208.133.235.177
15.46.148.120,12.62.27.131
206.33.102.26,206.63.25.137
206.39.226.66,206.58.26.125
11.180.151.78,10.236.25.182
66.123.157.118,70.132.28.150
203.243.120.154,203.235.7.153
126.210.135.21,125.57.7.196
63.10.153.246,62.235.25.150
14.220.151.23,13.35.27.135
12.207.211.239,15.58.237.144
122.207.101.9,123.58.29.129
129.254.249.133,129.130.6.121
124.73.107.81,127.238.28.166
63.206.9.115,62.62.9.112
125.195.6.198,126.35.6.185
203.130.154.116,203.130.29.139
216.230.248.26,208.30.7.192
120.176.250.7,120.239.5.153
10.5.31.96,11.133.27.143
123.105.104.213,122.239.27.170
65.39.121.105,69.56.6.134
129.39.98.143,129.55.25.115
63.126.53.121,62.130.237.152
17.32.139.230,17.35.9.134
63.13.121.24,62.237.6.155
64.132.147.160,68.132.29.160
62.221.100.214,63.35.27.161
62.221.202.125,63.35.236.125
10.223.211.48,11.35.237.176
216.87.27.97,208.239.28.134
64.63.120.68,68.34.7.123
128.42.154.200,128.61.25.179
126.73.235.175,125.239.236.103
11.34.141.130,10.35.9.124
14.205.122.18,13.57.5.141
63.13.122.112,62.237.5.119
125.194.6.184,126.34.6.185
120.255.99.135,120.130.28.120
11.57.27.91,10.55.28.171
15.247.26.115,12.239.29.113
62.82.231.190,63.235.27.190
202.64.42.66,202.64.237.188
128.42.42.56,128.61.237.185
205.34.156.163,205.35.25.173
60.233.23.73,60.30.27.177
10.75.146.219,11.236.26.168
12.200.18.64,15.63.237.127
201.251.16.139,201.132.25.148
13.63.149.226,14.32.25.140
121.60.243.85,121.60.235.168
16.188.120.28,16.64.7.141
127.64.140.166,124.64.8.168
66.220.233.59,70.60.26.184
16.207.5.54,16.62.5.182
15.46.133.133,12.62.5.154
70.3.212.64,65.131.235.191
126.7.159.244,125.134.27.139
203.57.108.114,203.55.27.117
217.16.234.205,209.31.29.180
69.60.11.112,67.32.9.151
205.53.106.207,205.58.26.179
200.215.212.23,200.55.235.147
126.211.211.216,125.56.235.167
203.243.204.101,203.235.235.128
124.191.245.77,127.64.236.181
128.63.28.46,128.34.29.174
123.5.102.238,122.133.25.150
201.144.243.52,201.238.237.179
70.205.6.125,65.61.6.125
10.205.234.224,11.61.236.143
125.216.18.252,126.63.236.141
14.125.121.81,13.130.6.198
121.24.19.24,121.30.237.155
14.201.237.125,13.63.236.156
126.217.99.45,125.55.28.172
60.122.246.150,60.133.9.136
128.23.99.24,128.30.27.155
13.63.150.191,14.32.26.191
17.56.50.156,17.63.236.140
203.130.52.70,203.130.236.122
206.251.233.49,206.132.26.182
121.135.135.235,121.134.7.149
203.34.157.172,203.33.28.108
206.254.135.25,206.131.7.153
14.221.17.144,13.34.26.103
15.246.105.66,12.238.25.124
64.133.205.102,68.133.237.106
126.209.121.51,125.59.6.176
124.5.117.163,127.133.9.109
60.120.22.125,60.134.26.124
203.48.27.173,203.58.27.172
124.5.123.84,127.133.5.164
217.67.99.66,209.64.27.197
70.205.17.178,65.61.26.117
123.192.105.141,122.32.26.117
128.40.241.39,128.63.8.171
206.33.120.90,206.63.7.105
62.131.106.45,63.64.29.164
69.37.9.229,67.59.9.154
10.204.249.106,11.60.6.200
129.136.52.7,129.239.235.153
200.124.142.132,200.131.9.136
203.131.109.21,203.131.26.137
216.86.140.132,208.238.8.155
64.60.243.152,68.32.8.105
206.63.5.112,206.32.5.144
123.192.109.74,122.32.29.177
66.42.138.225,70.237.8.158
66.223.99.211,70.62.29.173
123.218.242.111,122.58.9.131
200.43.155.6,200.236.28.128
128.128.144.67,128.130.27.125
206.35.243.51,206.60.8.180
206.67.137.57,206.64.8.186
127.33.152.52,124.34.27.177
17.32.134.118,17.35.6.118
122.225.121.83,123.31.6.161
128.212.228.122,128.235.27.122
11.181.234.191,10.237.236.191
68.107.113.58,66.236.8.186
11.50.134.152,10.61.6.129
216.199.117.122,208.56.8.138
216.222.120.92,208.34.7.108
65.37.22.155,69.59.25.155
69.38.44.175,67.57.236.175
120.62.226.86,120.57.29.170
200.221.6.101,200.57.6.100
69.34.227.25,67.61.28.134
216.7.29.42,208.134.28.196
16.221.28.120,16.34.28.123
69.129.156.125,67.130.27.130
12.115.233.69,15.236.26.184
60.220.120.168,60.58.7.163
129.250.233.77,129.133.26.196
15.60.139.188,12.34.8.125
128.211.143.172,128.236.8.109
63.223.23.126,62.34.25.158
15.43.240.124,12.56.9.124
124.203.250.100,127.60.5.200
200.225.109.78,200.31.28.182
